galaxy,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),"Intergalactic Development Index (IDI), Rank",Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),"Unemployment, total (% of labour force)",Labour force participation rate (% ages 15 and older),Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,Renewable energy consumption (% of total final energy consumption),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),Gender Development Index (GDI),Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),y,diff - Life expectancy at birth,diff - Mortality rate,diff - Labour force participation rate (% ages 15 and older),diff - Mean years of education,diff - Expected years of education,diff - Estimated gross galactic income per capita,diff - Population with at least some secondary education,diff - Intergalactic Development Index (IDI),"diff - Intergalactic Development Index (IDI), Rank","Population, ages 15–64 (rate)","Population, ages 65 and older (rate)","Population, under age 5 (rate)"
Aquarius Dwarf Galaxy (DDO 210),993012.0,0.7234774063827164,68.98470633638675,25894.43112167621,0.6585823569000891,6.764769449114146,4.012566264603001,181.59426490345803,33.559226130260264,754.5379018436345,61.01057786087715,12.002651749788502,149.31561320536622,2.5365192400105645,13.483231609667941,62.27267205566511,56.667637398124334,21.33911219779071,36.366794276926605,2.178611441359577,31.271105432016697,65.35728683325873,32.816081740260124,17131.679693419843,6967.632716272717,18.519665040969848,151.22417139478304,11.105212056203161,11.867562169287618,86.04969637370566,201.04165699735609,29.73583961772919,12.707077344841675,366841.1159557212,67.080622221069,384.7776390962336,53.71356481840209,36.49657696694861,6.653879461842338,0.8618869397902356,16.56795918290851,5.295020920049783,21.231502316572133,0.04939990161673469,-4.689092845167728,75.72442796468735,37.217400316158866,0.057540741050811244,-0.31698212354326183,13764.120145254285,11.985815071471839,0.12620767752939066,1.9938941106792218,0.7170662433284377,0.09007640398003576,0.1260993283918738
Dwingeloo 2,993012.0,0.78946636405974,70.38113415658566,18150.104432986216,0.6494184145995379,9.062351099440768,4.5765800263524925,183.76219681777286,28.144954830209137,758.438671070553,56.064612090238754,12.812079261019251,144.36638287177612,2.8682429120919517,11.355790488882064,63.415087349526864,61.018401907433436,69.10456414204404,38.66112652228775,2.391699531880777,22.198551616390976,49.46766790319246,20.340698887705802,18597.805916655238,6929.682467459439,15.843499887883663,119.686034774141,22.640561602963857,9.73214378446874,81.4009134465811,82.676591211859,26.701877193450926,11.76289443693851,385755.09361019667,83.73296862191276,348.17654413122546,43.240115075822324,27.596659013516486,7.961233820286965,0.8507678794453111,15.550952841375475,4.141065649340337,30.912895431411144,0.047628287756655285,-6.277213426429776,40.95022540032864,32.47633142044548,0.6457845086910203,0.522108205584168,11258.246429958133,-3.079964578646362,0.08083626510297562,-0.04801510532627734,0.7333017375633716,0.08338540509821331,0.11985674553362473
Leo T Dwarf,993012.0,1.0082722676630345,81.8016703244913,47160.9440014388,0.9415743263622686,21.707307964874254,12.6603897522577,59.53779079095685,31.39928391248269,760.4984023204731,103.6852592857412,30.934846871574713,66.94818173057486,2.5004025539490535,18.322248559227265,69.66242086962802,64.86662127720538,97.45076519816159,58.87872240952172,2.1037829158343624,38.03402182705722,16.303224969895027,10.87506088346243,49991.891137708095,7274.8341615372265,14.59836261421442,103.79172505912605,41.85803405367741,7.716106129814018,65.02993429426321,153.9254136337157,31.50124661254883,9.270318779042274,390512.7866499739,113.78288453745515,159.02465057567315,102.7551731696594,55.641374486169966,10.080526094120556,1.0958381867753642,28.631973614139557,5.079317395012911,25.941264568817264,0.22145842909137906,-8.156634525882659,76.80971580982208,2.6395863083388167,-0.10085675665607338,-1.89416007229142,23225.613679687962,-2.368509451189205,-0.01378616510166151,4.542975402811918,0.7458311308939954,0.08663628906497041,0.1227535982003333
IC 5152,993012.0,0.87751163465486,79.26315915680517,20563.94138782877,0.6591234822810469,10.75813368281306,8.836636777280352,156.37872298981452,33.04197957721703,765.4085318465393,73.48791346810224,16.284052467732558,178.4160041959074,2.3258792985468864,12.182329324488762,71.89242453351608,71.78288959036779,51.10997971466641,56.294626611945645,2.434294722742505,22.608261720106015,31.49823476277525,17.42326323121786,22474.46318242455,6946.933778707394,16.468157793283464,130.47426685130606,20.93765766118722,10.646493898277463,91.12467467182401,103.00840945179147,29.461384497642523,11.812808961631761,388338.3324132442,100.95927761037633,266.65501036091337,56.00290240117008,31.937141124870077,7.9864104797416635,1.0447442687678827,15.99436847788553,4.8691715030220495,21.62918552030545,0.057522738070357786,-8.757783587068083,111.08495789170266,40.68493668569759,0.7429481744570382,-0.09002602825007211,13311.537596150329,2.4765038650658577,0.09285485661791586,-1.3047616996934055,0.7285828880951811,0.08663628906497041,0.11651101534208423
ESO 294-010,993012.0,1.0399730645725338,86.50658723795597,58053.85400860008,1.1163061055377204,18.094553987774557,15.594410604528694,37.67011172975508,34.167985598633386,759.7670497856254,100.47245499324656,30.70686586847879,51.975310036937856,2.257776609080184,12.296389473168972,74.97468617556433,73.03446782050688,56.95912935949301,57.01423177961213,2.0424265649570206,23.13936234493267,24.69378588167011,13.408219480216506,61783.43391005451,7356.255024387111,17.661746040582656,117.78461632495848,42.03694501837853,16.05452179847753,86.16092405794159,154.62116015435095,30.037174186706547,8.290625573986896,383847.89802327374,114.67948925093992,161.16532342044775,119.7500570391557,82.11344946951316,10.35899532867785,1.0800990825096606,25.967022482407685,3.141500194032321,22.84951717320304,0.2600420509691964,-2.857907165677865,69.51934926509857,3.3570538922802875,-0.37788444451972997,-1.1961694729920462,29512.945520482655,2.162117438594684,-0.013130111512543483,3.398971495514089,0.7237697914126983,0.08636859525113112,0.11284926669996778
Phoenix Dwarf Galaxy (P 6830),993012.0,1.0102219247896898,83.40905088158318,37892.082916130326,1.0652863963490768,18.269244788377712,11.073380519391996,87.83131116448251,31.55197293179855,769.3848005853755,97.03881228374931,31.027046620180194,44.11126135728756,2.6827976463806276,18.13376907287096,67.45005703295783,63.88528517890319,54.79269510291604,52.23582325217511,2.25385896825645,34.041025819380216,31.218695831027716,11.259978459477425,44903.17152898678,7398.597217811315,15.89922139044851,114.67003567403181,20.084424770857453,7.172388971205062,50.94933184684093,158.84394066502162,29.850656752586364,9.857938168784237,434693.0028981616,120.4295811300198,217.97491948687093,75.3513449784177,32.381918698955566,12.362011740023775,1.073796192556575,20.869753397356423,4.617643309703883,26.00263060002557,0.17629122555861745,-7.3764314848732875,69.24913256883622,7.32967207454281,-0.11324178692090318,-1.7517777082188741,21485.270906948386,6.727063476544679,-0.02444645670780164,18.271535792452422,0.7353758447454964,0.08663628906497041,0.1227535982003333
MB 3,993012.0,0.9619601209367684,84.86596850686699,53914.75255306374,1.2089156293998915,16.20010669912112,9.86449079257407,91.33684371427559,39.82065258737869,768.6627142703584,113.4650907677092,16.815178857282636,61.671241558487786,2.7555211924160727,9.38164002193622,76.38867364718091,73.12455727696015,52.69702779462989,54.42517089962574,2.592621723125707,21.942469182314746,25.24093697408499,13.526985429227352,68770.71845978532,7060.095132332722,20.67936399789527,369.14280407687585,19.248074598741916,10.645966994593717,33.9956855561574,101.46767515773826,37.29420217323303,8.620277613670364,382068.1076954749,120.21193377477829,213.37784848448064,111.60120553110298,45.268773265320064,6.409368928035349,1.024632919254853,44.66949255278638,3.631568844023239,30.89156775604364,0.16334215443730027,-4.8362290075375896,24.60952609419823,20.525048233845933,-0.28442680038531415,-0.8986422869324496,41808.473841187704,6.826075835124463,0.045703246931980454,-4.447328044657707,0.7302502749255579,0.08427556765154594,0.11212853562811644
Segue 1,993012.0,0.5225250935034191,61.30519045145808,18554.31619955429,0.610105353989193,7.855228520323862,6.964239849356996,191.0818427641207,27.632237832110448,754.3963537880937,66.69862531965775,14.787710354189048,259.46277744193117,2.3350470732095805,25.018869148011788,90.58677216202557,72.20503790269015,70.73597939837087,49.72313121606429,2.0152777466562264,63.88724164572304,80.78646823075107,54.41843427121639,17827.192262612643,6923.987613598138,16.653129216581586,144.58988018148622,19.22098780157976,35.33612982298228,102.11061796602341,73.76872774777415,24.382272438526158,13.686584305466587,360546.5448506783,83.14357282940247,571.9376121875557,48.76714044411799,29.553250140951363,5.41256982430815,0.8585595033909468,-14.35354350371375,5.614993389727292,30.05260561693298,0.0482299981935832,-3.339129929917512,103.12650725513694,-0.04589343727379358,1.0123791996254774,0.5944556242107456,9313.711848600607,6.2513179280505184,0.03995719239885608,-2.332542280605122,0.7646567827298639,0.08956399350919571,0.12749602761833514
Leo P,993012.0,1.0189477367060291,85.07837664036795,50753.83651352656,1.1204908051386373,16.659388134966775,14.29860581269586,37.90292530477683,29.560951481871896,746.2017667581536,99.1559664141161,28.33352298613173,53.263257899270506,2.861327192222553,11.387918627119632,71.40242398118198,68.3168332014554,34.197737361388725,50.06262454118267,2.0574771728056036,20.829114111816672,17.883896649078093,13.831283157467842,49740.270737003884,7198.677228453932,23.193680325746538,173.68084144213088,38.82891711210149,8.659424558573216,28.756476472360802,187.78231820503223,29.36743559455872,8.835304343785253,392463.95142921555,116.88541430931788,189.10979712308108,109.12157051803568,73.7657373766592,9.827995095601693,1.063585321004846,27.50489192385868,5.044627802377453,31.832086607031805,0.18020810162778766,-3.8988476528531137,38.985133249014616,18.177993991156523,-0.5283216037388815,-0.4214447115604753,30354.14251235984,9.631803597061767,-0.03997188001399462,-6.505799525116993,0.7418278807192763,0.08663628906497041,0.11284926669996778
IC 3104,993012.0,0.7327011074517916,62.15999062782679,28633.95036963707,0.7621911171042708,7.858854533748842,5.270298363567081,176.02997299789607,28.36708251232569,756.1364956176126,39.460389482542645,11.862175847380431,120.61293462074885,2.0728515280880995,8.256516249143884,77.01944057166065,76.40626546614442,95.72526678768544,57.152304353239266,1.8782365739383848,16.888270055212704,56.36837912975497,22.336273070573807,23718.532746874156,6976.212268737489,17.928586953431367,151.08096533944877,8.450862626633898,28.67772506118063,93.60313228882265,103.33829253065369,30.23778166437149,10.290186402513354,371834.8320447542,77.30540033634404,664.6729348649915,45.401417579893824,18.162776058016547,4.983655938554024,0.884940542246778,29.088002489367284,5.187203340776339,25.50663579385595,0.046524730299781325,-2.7944147500449295,83.19377926588058,-0.12005020888695485,1.0276714037347674,0.1948812821129241,11246.994824689767,3.3950281275611967,0.08578052044413079,-2.2833249318878543,0.7324067978418242,0.0911208371642694,0.14233177029062474
Cetus III,993012.0,0.769406162722848,75.6111590206878,29219.99142249433,0.8276683245927222,14.334099882874758,9.551019046689689,126.26462628933226,22.580764091650988,766.909990064642,54.31465305970816,12.578728683281415,162.21163057956056,2.583660899021806,29.062566607442193,61.823156107774935,45.80529795297167,55.890904029236445,46.899896265937954,2.2224762774258378,51.97174678774135,26.385758488933433,16.2380556333065,22909.524553784526,6993.566831840901,16.813664253242315,166.53854172562814,18.965440234298143,9.318533380746482,87.85435579904484,90.24455061409766,23.87763372516632,10.96918718549469,375048.62030135683,123.00355312502124,657.5300378076008,47.000125252869985,30.336845340757225,8.490643563509877,1.0016703820366468,18.23847079258581,9.86760765411643,24.09944679884224,0.0500072486657982,-8.387576229498485,143.1464695072174,26.3471403012944,0.7059096842746547,-0.08498317697462421,12534.470568072522,2.98149192446737,0.009652003169452163,11.24200764553834,0.6814318321387617,0.08559345777295209,0.12749602761833514
Antlia Dwarf,993012.0,0.757929870067207,68.7597036694264,24609.370993316377,0.7038411780768967,11.03362804472442,10.3255682909909,131.4720523542259,33.952554935386914,714.5691059907905,80.83729391164063,17.184815225299108,110.38226149297752,2.087867640935998,9.819010353036504,69.97763512397749,67.87495687941049,26.998467093559398,57.79885113961653,1.8180962940016494,20.33711288641607,34.91080044783449,18.99369336336851,19241.33988911508,6986.6399419641475,18.70930113753304,135.02533305324206,15.698078883754167,15.2165532977454,47.39680994356938,98.27303587543214,30.936827780723572,11.292426751955048,400608.87670850113,105.05645662641926,619.6359279497901,61.385994562547204,32.49546591507054,6.713218442991148,1.0628818074128898,20.040879294187164,4.777309723045993,2.1089850035752,0.05814439955339945,-4.844222490493088,116.96820956945422,4.996713924700867,0.02246888816210892,-1.1384450544018772,11668.692092489706,1.0913671042945832,0.03785761252940885,-1.8585848354669552,0.9247907566780412,0.09332728794679286,0.11985674553362473
NGC 1569 (UGC 3056),993012.0,0.4573377197645759,49.60938801485278,32302.724616682743,0.5293920445723977,8.87690271077883,5.9531866717179245,195.21601967121552,23.047558454550423,759.3038835903664,39.05624077753093,13.992011847620606,221.13404148297175,2.1823361585487193,7.858293803983032,80.19954292358445,80.25461234857795,35.05106413184156,43.282888797674325,1.7599516014283951,14.126704888385207,62.57842445739674,32.823213192820546,20319.01754683757,6962.009780087813,18.00411237707361,95.08732477464649,27.30508704839449,22.73319526372261,130.0702807306622,79.94609498186111,22.367722935199733,10.041728375499465,361580.0965160322,83.66539890830302,481.9431077924328,69.43461574591944,24.908936585344907,9.98394265877829,0.9272700367770708,2.3867251137290286,12.383831159800794,31.95223239546989,0.04879022405003197,-4.4020635844564495,118.19901585072279,5.142385554724438,1.3218576233572337,0.2140236981054432,8762.707785609267,6.3006137023040685,-0.004316386403085745,11.678881792087973,0.7645229306501932,0.0864842533765547,0.11985674553362473
DDO 99 (UGC 6817),993012.0,0.9632996357860686,79.35915299772549,39646.42215796096,0.8411877750653732,14.192780262668364,12.217786760967796,109.38355655986895,33.74538407453769,788.7273455222556,75.23588823593849,27.586442994259556,91.49958396247149,2.3216649540988814,14.446908214832606,71.15196787955166,68.78851816790717,48.72739701679952,54.41427411968878,2.2140165080291645,31.331674815329823,22.916571858267716,13.69146554350853,32206.50907503919,7010.096791646086,14.923040092550215,117.28852198759589,19.356730945051453,10.58363853802194,41.037105755119846,88.90489239075198,30.722450929641727,10.88401742558387,377463.12805041316,111.59767282769354,291.1094319241238,74.35452491682642,36.66185201437905,7.881762407535972,1.068757936493011,16.098365871906992,4.1093314932682325,20.773398856781697,0.08620394110968654,-9.58601052393275,126.33982356071472,8.633704266240652,0.4007132354772862,-1.4435651267207912,15379.515536118188,7.191541253327268,0.006241891276399843,1.8952936510796854,0.7068764718617528,0.08663628906497041,0.1227535982003333
Eridanus II,993012.0,0.8715310100873791,75.44259876611619,39969.04365085684,0.8994888631316758,17.60819251775061,10.790028108443584,138.21756481583472,31.419164309763822,766.2543823620387,80.48427285609289,13.549060642632105,102.69014419937211,2.6700014907449807,9.507846944913297,68.97330735499726,71.26937388832009,80.12546236380557,46.620368655830354,2.5348259700975593,25.047783285062536,25.440652715558468,13.037921599000692,28924.050654835184,7007.058194083,16.33582898614928,118.95059159721016,18.161997873931888,11.026365360618279,75.84453917276885,135.35446918578927,30.068922213554387,9.633467522380997,369396.6198591709,119.38391895575664,206.56998043151543,75.57785119361048,38.077392362395344,6.2628708287343775,1.0128769426049584,25.271387007361284,4.877647767717097,26.33914119452324,0.0685937331352795,-5.00797696486476,73.8044614250958,32.98703278430081,-0.1304324935520621,-0.5186636433913417,15660.994486085754,-4.266207912965804,0.08108629625347713,9.141268574037166,0.9389891650037242,0.08663628906497041,0.11985674553362473
ESO 410-G005,993012.0,0.9660726674073676,83.95300776893833,28224.898998193028,0.9149320204446126,14.414681876673601,9.163583750390217,122.7970066548651,29.09407057613429,768.2135928306617,82.76648838055091,22.309806603567697,88.18029945176733,2.777036902011456,40.079817674199774,67.56438398369892,52.076996734518566,60.96290082142965,50.023240159395286,2.3116272926358734,69.31856866285634,16.151739895779983,14.175760813653467,26478.551506842607,7001.872903736066,11.556427658703177,139.53144091485112,19.32080299569052,10.468368802729225,59.461268950991936,87.8700536195305,27.663234066009522,13.017383677197174,400314.9867564304,115.41838756308562,176.02835438395414,49.84166097409522,36.2425428506401,9.580471129072578,0.8828482962035591,18.89523598010743,4.06966322717901,17.469521069713792,0.0726328743689384,-7.33170070991688,92.01362329244614,15.565230075723646,3.7364895638298483,0.20502260699191088,16515.94743777075,10.286476519628303,0.023701251164028568,-2.8437388006763875,0.6985504176166358,0.08359678071284622,0.12415029742679465
NGC 3109,993012.0,0.9225527719782542,75.8025574246185,18299.57548075913,0.7354104545504155,12.017771516525546,5.125257295562896,153.24293159521832,36.91153679352032,758.2841933249011,69.41724518949324,18.58258875905304,100.08893799619163,2.364647780849303,19.731529765741413,57.25127300075793,56.8852330517181,37.6815389240748,27.284368661030825,2.1020403444308675,32.670391710787584,27.569026152233718,16.746104811429976,24579.84159846733,6946.3572862576675,14.55309267744422,110.02520330803848,15.075217311954107,8.997476385281795,54.68954296843337,139.3422232028613,33.7745533618927,13.716933679674806,387773.5618250977,111.5326644921975,341.646651209061,56.49959433575074,33.12367837863233,7.545183689722138,0.8557531177600137,27.147945404711265,4.91223800085638,27.2281648177633,0.05255530834101463,-3.649919862981882,46.95463144612497,51.34377267182104,1.071547152315868,1.1519459546257669,13706.904808433439,5.564985228673429,0.07637105889852515,-6.785506567641391,0.7879646300218809,0.08663628906497041,0.1260993283918738
M32 (NGC 221),993012.0,0.8725571929107451,76.64702429022498,29846.079420368038,0.8603419482574405,13.545133058106195,6.758008258871916,152.71961575016746,27.034435449116465,750.782789405523,81.67468051388043,13.182925779931256,101.42187278904731,2.459019285205321,13.306549898495009,51.51757798014978,50.610099745495575,29.065572928325665,21.172862146834163,2.4831452433284733,29.022720705597386,38.27882866495894,21.002595538496973,27357.133590054127,6990.67343277116,15.357979421224446,105.53899239973794,21.80312167143038,15.802117788657876,29.093020928932376,70.6087159004563,24.606642533302303,10.885822369789661,359468.7386906051,126.20546143344606,200.36547901212543,47.37641879669261,19.844427314141953,5.549528220605963,0.8131429177407026,29.056757196893674,5.071150379666083,23.4553742567697,0.05853711733977561,-5.716505247785939,79.88972562029956,63.65634811270035,1.5979538723034212,1.8622603055396716,19956.251202652344,13.692200214805887,0.08869117221961303,-11.776216907797334,0.7400638826159337,0.0943717211310265,0.13898604009908425
Draco Dwarf (DDO 208),993012.0,0.5991064967992865,58.816922224395796,13308.435586268808,0.5788676221784981,7.726222668608006,5.289951850680055,179.40943935608746,19.014069250796933,755.3995461306338,36.15067841349803,13.717671525914204,130.6413129146493,2.1284600409860595,9.667250485960436,94.53721362768692,92.96968467862764,34.91416606653651,34.67384897338069,1.7247228499891059,15.35416946677251,42.84369943936484,24.147010838389395,16594.21195552068,6875.8497956578185,13.443133759200572,68.36316112688903,24.82883795697271,27.273781377595967,136.19563273159628,88.56513617322608,18.882150315761567,9.381233209547782,405226.7994484704,87.51594942759385,299.64384919198534,49.47710082446517,35.0342414378308,9.53221128153872,0.9531265924914972,-10.125337051287202,6.845653542599084,13.388672473207535,0.04790908876884048,-4.258163606929124,68.66761499702929,-7.266970604952935,0.7044654766315674,-0.16673899253414215,8727.875448605766,5.987611348478929,0.09322163517828132,-2.0737945884900433,0.8015861621909351,0.0864842533765547,0.11985674553362473
Carina III,993012.0,0.8728200965779559,79.96168701716442,13020.236979523934,0.5679593972490686,14.42547947856178,15.422077713578432,120.02189965152832,35.27380698858299,768.6705256316508,83.28617287063291,21.033207714801534,100.54062199433594,2.3202361551297574,13.555072526074753,68.33001269347507,65.11342001675854,35.42444325414776,51.06558835962503,2.2347243776156898,28.568049726840034,21.13672813399329,16.165212502032517,21970.57558609301,6985.15686363277,18.0566289152205,126.26225402951124,18.025019956754566,10.732489505159998,40.97644916337201,53.19511971935794,31.63013986968994,15.316424826562326,368684.77127432614,119.06514173811755,284.19029202951236,60.34455497584256,33.02189046701163,9.787277973137519,1.0682165901051204,10.956760399618418,3.356978830832734,16.584091734999802,0.08216407104788204,-7.405580223588152,129.23951379776,14.220464912449513,0.012699727725492129,-0.9292228015432964,13318.957591958575,6.609990755532743,0.0030649359217110603,9.081983487903406,0.6191521092817055,0.08663628906497041,0.11651101534208423
MB 1 (KK98 21),993012.0,0.9337853907148028,84.26810913214993,25704.849578193058,0.8899022779288084,14.958446137969613,14.426281581914273,84.30881108075181,35.64073679846417,767.7268437485112,72.03237432019016,24.30472680599124,90.04911565957066,2.4417784837443293,22.342485415518865,70.02482780199307,66.39136721847427,64.8127235837815,55.70938631760464,1.9814808736716347,43.59483614650489,19.123749061732823,12.60948115706444,33732.83907483926,7066.95590700785,15.00564697265625,167.61712948443775,23.794417590089868,7.693559988582188,28.90623756327448,89.67453081717899,32.273002891540536,11.62906534969849,382398.4492333995,117.25342362988513,175.95794690859475,59.74320711131711,40.1487163733534,8.329404675592343,1.0413442165067406,20.401228042382233,4.838662597723303,28.63258813642837,0.13065658363908694,-8.976034632628547,134.08005931854248,6.968948115702784,0.22763374395934916,-0.6051080235369636,15792.662661029444,1.815927963907704,-0.0145122525496572,7.752561093497498,0.7315838872703097,0.09647616479160423,0.12267505307191598
Andromeda XXVIII,993012.0,0.9667792940822804,77.78555267497195,22456.49315639616,0.8456960079394551,12.89274663902628,12.772211479021895,95.29657836287286,31.116069733579327,767.0545581012511,90.73271884163744,29.59072282577691,79.63031923578438,2.769974056838195,19.064553222207394,70.49876021549721,63.40851667335102,76.8196238402896,59.42984927193946,2.1905428612262114,38.189678424015796,27.96109786338057,12.623618352413178,28235.399064972422,7060.901233379106,15.817422259151936,133.25056042832395,22.107980406056964,8.769475082443531,60.56142586911999,101.87968057882784,30.183385879516607,12.78305863385522,395673.14760806586,110.40308446732652,274.1729423671477,68.12926017213883,39.982722128256434,7.889849444459003,1.0889158203023723,4.17264371155585,4.793111140825463,24.082219482992638,0.08636877019276767,-9.535515490547516,165.53994184046985,10.659521422333324,-0.6338646694392004,-1.9697140971470115,14604.197196587069,7.334811698383525,-0.0020354711613890233,-7.5432318428127685,0.7307570749901714,0.09332728794679286,0.1227535982003333
Grus II,993012.0,0.7419757869878201,60.521718749844815,21453.802146616326,0.7131627271765686,15.12037792957819,10.694531513777155,144.40469762762805,23.144230054514303,758.0691584853839,75.91205269000822,15.295967771909465,151.7456554536873,2.568597539729644,8.168699942896353,78.22626226443344,81.13869846744154,82.79175879204544,52.38526584288637,2.3402577986474884,23.76219079760776,45.813431689859144,24.24621439307928,19430.838568735293,6979.615417888166,15.648464196976276,104.67660300202145,25.39840295818212,12.49449135701462,65.63236812005897,88.80057050190285,23.57089438533783,10.279641728610136,388023.30738251057,120.83468423617379,394.17060435762687,67.53157760490191,28.39572830057817,6.700118686814277,0.9623461172691176,15.168907678028575,5.666215068786844,16.875856119495563,0.052337343984989015,-4.746177553671409,73.58037446439265,28.355629364282194,0.9661045100765572,-0.34344503477672783,10210.224988332873,6.1676279223175845,0.03721961594704275,16.878110589060398,0.7389275690195717,0.08663628906497041,0.11985674553362473
"Wolf-Lundmark-Melotte (WLM, DDO 221)",993012.0,0.4853923580805309,53.6861155100447,24451.249193267347,0.6941871450054018,6.956247591827681,5.316598186658688,222.02358688100983,31.054806784886054,754.2738930906498,59.191325211665045,13.866999437340526,250.76435723719925,2.3055333635320294,12.281565814079672,83.10247466522878,79.38861614003844,31.626190450230933,52.56609716795217,2.008686846750827,20.66026596614356,63.690435815721905,39.24947536706925,18716.61767251732,6966.095512321605,15.12252525255084,108.23154594954642,24.556329970005752,14.779488358983427,117.23661495657477,108.69089676801588,27.75764416122437,10.594579597531444,389595.682810066,62.33344650956054,389.9723937819381,57.91826955782287,30.993674346538445,7.323585547249706,0.8616782286918405,22.03478114206933,6.174492707430294,18.914265714702324,0.047513178598587835,-3.4052694338380785,42.02330969274043,12.06392949214101,0.7146323650794699,-0.4453966851319319,7754.613533067266,1.2643018128875307,0.07747230278729215,8.014202318487698,0.8724070354703798,0.08564597343665599,0.11985674553362473
NGC 4214 (UGC 7278),993012.0,0.8735494081218222,77.61149215028912,13994.291033396166,0.8395927062556747,16.361474673131248,11.525827404269421,116.10081230323057,30.65982768383502,767.0747802656119,53.79198301022864,14.52732483043511,77.09993011141687,2.5975073553936423,9.936380204453314,48.657457037485536,47.11370805316261,85.8561877695443,59.760774775311326,2.319030127604339,19.459090328105592,32.686173565581825,14.851312455534934,19717.425754636886,6965.752268114474,14.899203115552664,138.1986078927655,16.841636353056035,13.322605242921153,78.96163891312578,86.3471396962402,29.804980605125426,18.79724515988898,348408.5595381883,113.73952900728385,164.41223701456875,47.329813607978366,38.452654409900546,7.308740259460193,1.0498449884709484,24.83629964451353,4.627521145745536,22.118066182793104,0.04845015500614047,-6.156267172168704,90.241969165802,4.268605270441963,-0.048790582688656894,-1.2740186415644028,15040.79223573796,-4.8869573453265565,0.045285334894944886,11.598503201216195,0.7226013708252793,0.08338540509821331,0.11651101534208423
Andromeda II,993012.0,1.0313018311728108,88.31420498198425,38410.46006949462,0.9620117140024568,18.724425113933886,11.483635150739731,56.4999755144894,32.585933547216264,760.6954710797313,99.80774412479325,29.699114164618468,67.31834119619072,3.447974589613412,19.956466643776764,62.252642780543745,57.610715485584755,59.16557933466789,46.51432153923223,2.388414273172128,45.75026278104596,32.50049237790846,12.6022088727355,39631.980719655876,7220.597300061246,14.258120130803436,98.48338672215935,19.603410191031887,6.021602291613642,51.69608528547875,164.18486660042768,30.728902088165285,9.656375185471115,401149.928469327,111.16271908163094,182.7929050066086,104.70898049698096,39.5496155870994,10.289730726625805,1.0614479758832158,15.845160382015875,4.554942706219752,32.28265007859967,0.1701705380087949,-4.850969097991005,55.04743087172508,22.392059211685464,0.04170041080540132,-0.4879919674471648,23795.123048817062,3.110509129444942,0.011341288282599683,5.56319084211244,0.7487430575158868,0.09307674508481584,0.12127835384545466
"Leo A (Leo III, DDO 69)",993012.0,0.7517340449174441,72.98523386391929,36966.49215961002,0.8328104171795416,10.181860717812912,7.6395616560372765,174.53333441775024,25.441521859143208,756.4058200020937,69.70096115993732,16.97438459482365,173.86306992994994,2.500910049735557,10.14327504594263,68.91197857410907,73.10786808788424,63.63999625117501,52.976836160102714,2.1445479526270477,16.469332707161445,40.26831884582417,21.68677327334881,23575.709806277773,6989.2719485548205,14.314883761834354,100.89371285047191,21.073141949177263,10.351204817093556,96.3765217520228,90.63489507408639,25.253100543498988,10.42408232229675,359362.1412997576,98.05213185375767,291.4326472053326,58.044328959497726,28.208240646939643,7.864815617092347,0.9532956760918948,16.268545372003757,7.163178536549001,27.196158902024887,0.05327005894567671,-3.6954262693535966,106.68127777338027,43.31637410378685,0.784894685968784,0.4167585104033197,11935.065288711396,-5.356409683619752,0.06841399982578839,10.818855935615892,0.8136213474311006,0.08663628906497041,0.11985674553362473
